Country Name,Series Name,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Croatia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,92.5778503417969,93.9080581665039,96.1654281616211,98.2722473144531,99.6106185913086,0,98.9043884277344,98.8605117797852,98.7937774658203,97.1181716918945,91.3665466308594,94.6010437011719,96.8275299072266,98.4076080322266,98.2675323486328,98.3544769287109,98.3650894165039,0,0.0
Croatia,Adjusted net national income per capita (annual % growth),5.15102986836911,-4.88194923069219,6.07047656109303,0.952116523327078,7.6750176170948,3.9467529099997,6.65774141162136,6.38978453012469,4.92638997295475,6.24340378920255,1.59174378818263,-8.79648032332325,-0.615389069984701,3.59972454296253,-2.39135365334404,0.909984351100206,0.510428011757753,3.77358476667324,0,0.0
Cuba,"Adjusted net enrollment rate, primary (% of primary school age children)",0,98.9336395263672,98.2787704467773,97.5693283081055,97.1877670288086,95.2508392333984,95.0939102172852,94.9967727661133,95.1727600097656,97.4230728149414,98.1765213012695,99.8122024536133,99.786491394043,98.6743621826172,97.0414276123047,96.4222793579102,93.2393112182617,92.2526473999023,0,0.0
Cuba,Adjusted net national income per capita (annual % growth),-1.87780146468009,4.61539344638781,1.82821254285541,4.02763498308593,1.83412744156368,5.77189304564756,5.55156639362357,9.17207190230593,13.7035391379121,3.79041186153317,-2.40948498245956,3.77064212915779,7.15182301939311,-0.191848294218289,5.15950860270573,2.63349682329277,0,0,0,0.0
Curacao,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Curacao,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Cyprus,"Adjusted net enrollment rate, primary (% of primary school age children)",0,97.6236190795898,98.0699691772461,97.5395965576172,98.5069427490234,98.6352386474609,98.7601928710938,99.6620407104492,99.5201873779297,99.3418426513672,98.9612426757813,99.1447372436523,99.2851028442383,99.2800903320313,98.1763534545898,97.4943695068359,97.1352920532227,97.8283386230469,0,0.0
Cyprus,Adjusted net national income per capita (annual % growth),15.9388956657671,-5.74844225425008,2.75866859282215,3.88885913068128,3.04569780764471,3.37123078538784,3.48130388545317,1.42583324144803,2.42326209797423,6.62136857820941,-0.0108796654007364,-3.85682411640103,-3.16221638250003,0.677161830306929,-7.82655023932955,-9.36879156562817,0.34169810976114,4.90513592115201,0,0.0
Czech Republic,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Czech Republic,Adjusted net national income per capita (annual % growth),2.42602967067324,0.046803010568965,2.41588239256268,3.9542380800998,2.99120556699731,4.16054048478658,5.30322047390351,6.29318501806483,3.9071854928322,5.26985547506959,0.0741001759423341,-6.28803983754501,-0.0211255987826888,0.683927926754464,0.444385740913617,0.156040468339029,0,0,0,0.0
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,
Denmark,"Adjusted net enrollment rate, primary (% of primary school age children)",0,97.9455108642578,98.1049728393555,99.8507766723633,99.8725891113281,0,98.3372573852539,96.2336502075195,96.5750732421875,97.1049194335938,96.5492477416992,96.456901550293,96.2930603027344,97.7728729248047,98.2551116943359,98.6692962646484,98.3957595825195,98.6671524047852,0,0.0
Denmark,Adjusted net national income per capita (annual % growth),1.99786852636963,2.3746455031913,1.634202509486,0.893451338237213,-0.0145747127299956,0.506252154807882,3.90486584871637,3.23640039652524,3.85327040296187,-1.10787464480319,-1.1073292167459,-4.83833053967658,4.23161415783402,0.246066916234255,0.56454631718394,2.8250590946499,2.68991843636471,1.01387729294041,0,0.0
Djibouti,"Adjusted net enrollment rate, primary (% of primary school age children)",0,25.7426700592041,25.8925704956055,28.4242496490479,30.0588798522949,0,34.5450706481934,36.7196388244629,40.5892791748047,44.8876190185547,49.2966003417969,48.8498382568359,0,57.6825218200684,0,57.0603485107422,64.6444778442383,57.3690605163574,0,0.0
Djibouti,Adjusted net national income per capita (annual % growth),-3.92941612742224,0.819693999970994,-1.52153372989599,-1.03938538976655,1.0325031923055,7.68470590241461,3.62315627435473,1.07445335264897,0,0,0,0,0,0,0,0,0,0,0,0.0
Dominica,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,98.4133987426758,97.2953186035156,98.7066192626953,98.0031661987305,98.4449615478516,95.5358963012695,93.8036499023438,89.2515335083008,89.6743698120117,97.1752090454102,0,0,0,0,0,0,0,0.0
Dominica,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dominican Republic,"Adjusted net enrollment rate, primary (% of primary school age children)",0,83.8945388793945,84.8338928222656,0,90.5752334594727,87.5302734375,82.4811630249023,84.1126098632813,82.572151184082,88.7144165039063,85.1657333374023,94.942497253418,92.1523208618164,91.2253875732422,89.3181228637695,88.1054534912109,85.7966766357422,88.7476272583008,0,0.0
Dominican Republic,Adjusted net national income per capita (annual % growth),6.47838121608513,3.33229219732958,1.55321097882126,1.38051278487366,1.5978872575932,-6.03443426808221,0.738613182338227,9.21340340713475,7.60427505980488,0.180139535188161,3.60345603392831,3.33193996855887,7.28477826974338,-1.97209984201604,1.38554936490458,0.868339197720175,6.23160750436477,9.20986186252277,0,0.0
Early-demographic dividend,"Adjusted net enrollment rate, primary (% of primary school age children)",81.6214294433594,82.2382583618164,83.5523529052734,84.221549987793,84.6834869384766,86.7891235351563,87.7691268920898,89.5348587036133,90.489013671875,92.136848449707,92.2921371459961,92.1723098754883,92.736701965332,92.8923034667969,93.3667526245117,93.6796569824219,93.689826965332,0,0,0.0
Early-demographic dividend,Adjusted net national income per capita (annual % growth),0.61564044505964,-0.364588870320475,2.59338843197521,-0.258423348659122,0.747575597203465,2.83921244170446,5.14364965604901,6.04844069713491,5.69043920452827,5.3144240436839,2.0468112642783,-1.09683945563486,6.99405503598757,4.24195993396228,1.24928980010735,2.15353108758973,1.82750564898998,2.80360816382614,0,0.0
East Asia & Pacific,"Adjusted net enrollment rate, primary (% of primary school age children)",93.1389770507813,94.6244201660156,94.9568099975586,95.4109573364258,97.4924163818359,97.2951736450195,96.6563873291016,95.181770324707,94.7097320556641,95.674072265625,95.7309417724609,96.0687484741211,96.1660690307617,96.3647613525391,96.3226089477539,96.0940628051758,96.2079620361328,0,0,0.0
East Asia & Pacific,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
East Asia & Pacific (IDA & IBRD countries),"Adjusted net enrollment rate, primary (% of primary school age children)",92.7165679931641,94.3136901855469,94.6566467285156,95.1407699584961,97.4032821655273,97.1689910888672,96.4818801879883,94.8658828735352,94.3353729248047,95.3706588745117,95.4238662719727,95.8005294799805,95.9126129150391,96.1247177124023,96.0884475708008,95.8889236450195,96.0145721435547,0,0,0.0
East Asia & Pacific (IDA & IBRD countries),Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
East Asia & Pacific (excluding high income),"Adjusted net enrollment rate, primary (% of primary school age children)",92.7498168945313,94.3346710205078,94.6755065917969,95.1565093994141,97.3995971679688,97.1673889160156,96.4863510131836,94.8850326538086,94.3600082397461,95.3861465454102,95.4391326904297,95.8122406005859,95.9232025146484,96.1331481933594,96.0971069335938,95.9019012451172,96.0258026123047,0,0,0.0
East Asia & Pacific (excluding high income),Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ecuador,"Adjusted net enrollment rate, primary (% of primary school age children)",0,96.2609100341797,96.9949722290039,98.2973403930664,99.3680267333984,99.3115997314453,0,99.3765411376953,99.4553680419922,99.3686676025391,0,97.2394485473633,96.7655563354492,97.0186233520508,96.7369918823242,96.4246215820313,98.0846405029297,97.9652862548828,98.1925277709961,0.0
Ecuador,Adjusted net national income per capita (annual % growth),-0.183357010760972,-12.275221095118,-4.3436483549919,7.65228274503143,7.23403899330685,0.305631872186268,0.878793578851031,2.55246168544889,3.28111716964463,2.69843628492355,11.4104329682213,1.23733112369943,0.744125131819544,6.53105604984661,5.31254787131883,4.27337196542882,2.93198292124511,-0.826875994597813,0,0.0
"Egypt, Arab Rep.","Adjusted net enrollment rate, primary (% of primary school age children)",0,86.0095062255859,88.395393371582,90.1067123413086,91.8093338012695,93.8121185302734,96.2165069580078,96.837028503418,94.9864730834961,98.1638488769531,0,98.6080780029297,99.0743637084961,97.8934783935547,99.2109603881836,0,98.9418411254883,0,0,0.0
"Egypt, Arab Rep.",Adjusted net national income per capita (annual % growth),2.7698626331097,2.27450821781609,3.11048730606917,5.24598679513979,-0.893116639297389,-0.0911186857570527,0.12662452609824,-0.545269007316094,7.36282976002309,4.73097735677818,2.01784862959691,4.99325628841096,1.6117073310016,-0.697715340768198,-0.469717163808923,2.27326709321724,0.98480954245106,6.66541117098809,0,0.0
El Salvador,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,92.4210891723633,93.4353485107422,95.7342681884766,96.2735214233398,0,96.5606231689453,96.4985885620117,95.8383407592773,95.9560012817383,95.9989776611328,96.1280212402344,95.8536911010742,95.7051391601563,95.7695999145508,94.11376953125,92.1209030151367,0,0.0
El Salvador,Adjusted net national income per capita (annual % growth),3.92837784546028,0.0720355456085713,0.552554296464152,1.68629452797715,0.949961232476127,0.6252615297565,-0.530774651032331,3.50048738423459,3.74133654953775,2.95738301490627,-0.26458783391459,-6.62547908202299,0.716774240909473,2.32751367891204,-1.51586900923019,0.311130773542615,0.442352736704393,2.32194302702902,0,0.0
Equatorial Guinea,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,66.6094818115234,73.8110504150391,71.66552734375,70.0858917236328,0,0,0,0,52.9673118591309,52.7452697753906,52.9906997680664,55.3024787902832,57.8901481628418,0,0,56.7971000671387,0,0.0
Equatorial Guinea,Adjusted net national income per capita (annual % growth),0.131046906292468,-24.3006970633231,-121.129728479023,0,0,0,0,0,-688.294536387273,26.3213440558877,17.2659394418988,-9.969659827301,-33.5083500895139,36.8675034708303,3.40857898582615,0.805589149764558,-11.6754610668855,-13.1075199904271,0,0.0
Eritrea,"Adjusted net enrollment rate, primary (% of primary school age children)",0,31.1446895599365,36.2617797851563,38.389289855957,43.5629081726074,48.290340423584,50.9935913085938,52.5422897338867,51.8664588928223,47.1321716308594,43.8014793395996,40.5337715148926,38.286548614502,40.5774917602539,42.6383209228516,40.6462097167969,40.685661315918,39.1359710693359,0,0.0
Eritrea,Adjusted net national income per capita (annual % growth),4.82710590448082,-1.44517911627247,-5.32442555149933,5.95834895705141,-2.40767901660838,-3.06545297555192,2.16702466877008,-6.08411276325216,-6.29033488130129,-2.69984315413996,-11.2147309995924,8.15844245260604,1.7462802876471,-21.3662248445999,0,0,0,0,0,0.0
Estonia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.1438369750977,98.9567489624023,98.8893890380859,98.8566436767578,97.2395401000977,96.2865600585938,96.1147537231445,95.6875076293945,96.7607192993164,96.2749328613281,96.0925903320313,99.0993270874023,99.6407012939453,99.6500701904297,99.5527191162109,95.5918121337891,94.9418334960938,0,0.0
Estonia,Adjusted net national income per capita (annual % growth),0,0,0,8.50312791525216,8.06636984972108,7.61904410699223,7.45208460953373,13.1382672061581,10.6929986796049,7.85166881595542,-4.6489851359311,-15.1056208844591,-0.800153468307542,10.5927652156486,5.16153995098966,4.25713976241995,3.78618017539851,1.8240484986253,0,0.0
Ethiopia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,36.0899314880371,40.1560401916504,44.411060333252,46.6327209472656,47.4056396484375,50.2760391235352,61.2172317504883,65.9244918823242,71.1290969848633,76.7881393432617,76.361572265625,74.4483413696289,78.4198913574219,79.6823577880859,0,86.4894714355469,86.1690826416016,0,0.0
Ethiopia,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5203550073604,7.93744150086005,11.2460542275778,0.802900029715346,0,0.0
Euro area,"Adjusted net enrollment rate, primary (% of primary school age children)",99.1040802001953,99.3495712280273,99.3522720336914,99.2863922119141,99.2347869873047,99.0746917724609,98.7902374267578,98.7482986450195,98.8127975463867,99.0463333129883,99.0866928100586,99.0738983154297,99.1178588867188,98.9867401123047,99.0712280273438,99.104248046875,98.9193115234375,0,0,0.0
Euro area,Adjusted net national income per capita (annual % growth),2.97423449268707,2.83400397477756,2.34386152671114,1.45586498601705,0.442585255050105,0.351264602933227,2.16248864737322,0.644681344104541,2.63467745571198,2.33851331511774,-1.71779103295007,-4.21600265177914,1.51869746602975,0.984108010995797,-1.72359487344464,-0.332407656428003,0.947154814992061,2.21514405488368,0,0.0
Europe & Central Asia,"Adjusted net enrollment rate, primary (% of primary school age children)",95.8526611328125,96.1917572021484,96.6480865478516,97.4777069091797,97.9724578857422,97.6664810180664,97.6409072875977,96.7368316650391,96.8327484130859,96.8629837036133,97.1301116943359,96.9808883666992,97.2747192382813,97.3291778564453,97.2496490478516,97.3062515258789,97.022087097168,0,0,0.0
Europe & Central Asia,Adjusted net national income per capita (annual % growth),3.39324853649808,3.393637846502,3.58065381469272,1.51945890435441,1.3706424100661,1.9210023427147,3.54491264452621,2.53897272172698,3.41474929583556,3.32678013826771,-0.560799512784044,-5.1439298275492,2.83987690237682,1.53168672720578,-0.894764357071253,0.4142864371955,1.20208290599879,1.3555165753508,0,0.0
Europe & Central Asia (IDA & IBRD countries),"Adjusted net enrollment rate, primary (% of primary school age children)",92.9799118041992,93.3990631103516,94.1767120361328,95.712043762207,96.7368087768555,96.2664108276367,96.6806335449219,94.8515472412109,95.0094985961914,95.0831680297852,95.2040863037109,94.9052505493164,95.3412017822266,95.5050201416016,95.2929229736328,95.3159332275391,94.8947830200195,0,0,0.0
Europe & Central Asia (IDA & IBRD countries),Adjusted net national income per capita (annual % growth),2.09427084446186,8.55155140045119,8.81563063901609,-0.214651967853129,4.08016237054123,6.02878481820686,10.1772077588485,8.28339345078504,8.58304229238122,9.7077245646479,5.95345617183034,-9.62308156006596,6.42099672010359,6.47742283393357,0.885398010095855,1.93786856141296,1.60441778655087,-2.08271900309303,0,0.0
Europe & Central Asia (excluding high income),"Adjusted net enrollment rate, primary (% of primary school age children)",92.5253067016602,93.0527801513672,93.925666809082,95.6474761962891,96.8447570800781,96.3400115966797,96.8508911132813,94.8106231689453,94.9569473266602,95.0181503295898,95.146240234375,94.7815170288086,95.1925735473633,95.3641891479492,95.0888366699219,95.1033325195313,94.6392593383789,0,0,0.0
Europe & Central Asia (excluding high income),Adjusted net national income per capita (annual % growth),1.30854624368453,9.49358011841197,9.59271926498204,-0.423776559756419,4.49316424868647,6.7187073368224,11.240917266473,8.63512121695096,9.0489764538443,10.0892744593865,5.88142873286688,-11.4029695708098,7.02516755016414,6.80153261378803,0.932849223933815,1.94512859906781,1.31483187889604,-3.17588316576155,0,0.0
European Union,"Adjusted net enrollment rate, primary (% of primary school age children)",98.5713729858398,98.5740585327148,98.6010589599609,98.6492691040039,98.6461486816406,98.6030731201172,98.2677612304688,98.2317810058594,98.1920776367188,98.1912078857422,98.5345687866211,98.5405731201172,98.7255935668945,98.6496810913086,98.6754989624023,98.6328125,98.5083312988281,0,0,0.0
European Union,Adjusted net national income per capita (annual % growth),3.62581097381261,2.68667157633631,2.79287421403873,1.83199590235984,1.14056221616727,1.19723306995763,2.52735697985879,1.46739308526176,2.58336644921724,2.63560811378181,-1.35520377167887,-4.27534128515627,2.01208441883607,1.03049281286111,-1.29165679529275,0.257189162894122,1.41339995669654,2.45268904479221,0,0.0
Faroe Islands,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Faroe Islands,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Fiji,"Adjusted net enrollment rate, primary (% of primary school age children)",0,94.248291015625,94.8633270263672,97.938591003418,99.2170715332031,99.300163269043,99.1555862426758,0,99.1292877197266,99.6143493652344,99.3302001953125,99.3888931274414,0,99.0408401489258,98.6865615844727,97.0447311401367,0,98.0284423828125,0,0.0
Fiji,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Finland,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.8300094604492,99.7310104370117,99.7556304931641,99.5286407470703,98.8194580078125,97.891487121582,97.4883575439453,96.9269714355469,97.3836517333984,97.6822662353516,97.7257385253906,97.9589462280273,98.2579498291016,99.1749877929688,99.588508605957,99.5038604736328,99.6449966430664,0,0.0
Finland,Adjusted net national income per capita (annual % growth),5.73208625325572,4.38648006925901,5.22911574954897,2.99894009195182,1.55607384811786,-0.266371734876543,4.53265489130574,0.521038497688792,3.23955332872256,4.22661992360523,-1.6503488037322,-8.96503848721838,2.55673212737281,0.520026067920568,-2.81752572643366,-1.12580106906128,0.15226619575661,1.00848784541863,0,0.0
Fragile and conflict affected situations,"Adjusted net enrollment rate, primary (% of primary school age children)",58.845329284668,57.6597099304199,58.4594306945801,60.1863594055176,62.5576591491699,64.4240036010742,66.1081771850586,66.8981018066406,68.3660583496094,69.1850280761719,71.7225494384766,72.1741790771484,72.9030609130859,73.8538665771484,75.7657318115234,75.499153137207,76.5486068725586,0,0,0.0
Fragile and conflict affected situations,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
France,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.6363372802734,99.5732116699219,99.6007232666016,99.5820770263672,99.4264297485352,99.0588531494141,99.2911834716797,99.195068359375,99.2077865600586,99.1491928100586,99.2422485351563,99.2565994262695,99.0425491333008,98.9327774047852,99.3398818969727,99.442268371582,0,0,0.0
France,Adjusted net national income per capita (annual % growth),3.72888207875852,3.61696020751,2.05364000519086,0.940980066161146,-0.348672128338094,0.106646012526795,1.95099568956681,0.508202204510823,1.19794078538982,1.99019937172451,-1.19167968182158,-3.92221294576784,1.54671984752144,1.00463566346707,-1.687023047607,0.386865812056271,0.357217270479865,1.93065653784248,0,0.0
French Polynesia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
French Polynesia,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gabon,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gabon,Adjusted net national income per capita (annual % growth),13.4504509411253,-9.26855173637992,-3.85246873562551,11.3993630967891,9.00785778167679,-4.24463576849237,-11.8231139404994,10.7691532031587,-4.68464837968239,2.51055655799132,4.51058591938572,2.00007730460747,1.94605121722778,4.04166778074165,6.99076995486942,8.09045499536008,9.53287805642525,11.1051501995214,0,0.0
"Gambia, The","Adjusted net enrollment rate, primary (% of primary school age children)",0,75.1035614013672,72.7627029418945,73.7337875366211,71.6805877685547,75.4088516235352,75.5747375488281,72.7384796142578,77.17431640625,76.9160614013672,72.5064010620117,0,70.5251235961914,70.3667907714844,72.7127532958984,68.6043395996094,71.2463836669922,74.0793762207031,75.9737777709961,0.0
"Gambia, The",Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,-5.67579358502825,-4.72507767951564,-1.72906381764581,3.3907586787238,5.76063343199687,4.12884995579923,-11.2778669676489,0.261889316605249,0,0,0,0,0.0
Georgia,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,90.652587890625,90.8761215209961,94.9906234741211,95.1777877807617,99.5936584472656,99.9597930908203,0,99.3552627563477,0,0,0,0,0,0.0
Georgia,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3804885270953,3.98110124246855,8.51383925704179,2.50015922980806,0,0.0
Germany,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.9712295532227,99.8758087158203,99.8546600341797,99.9278717041016,99.7486877441406,99.8051605224609,99.7500076293945,99.6223526000977,99.7798461914063,99.6006622314453,99.5622100830078,99.6122665405273,99.64208984375,99.5957336425781,99.8479690551758,99.8454208374023,99.7974319458008,0,0.0
Germany,Adjusted net national income per capita (annual % growth),2.03683214324583,1.85172834443415,1.4681447556266,1.35946521200697,-0.0749675221761237,-0.305528531503214,3.3624763704659,0.354445557446482,4.59259486892829,3.13686444370317,-0.487476165171287,-3.81041362638808,3.75949544862635,5.42918696548358,-0.241854375219361,0.502398761843054,1.55177329893704,1.98325451459596,0,0.0
Ghana,"Adjusted net enrollment rate, primary (% of primary school age children)",0,62.0941314697266,65.631591796875,60.2021903991699,62.7061004638672,61.593090057373,0,66.5083465576172,66.0584030151367,72.3871536254883,77.9094390869141,76.4905471801758,0,83.8500823974609,82.188591003418,86.831657409668,89.3122863769531,90.8858871459961,87.9477691650391,0.0
Ghana,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,1.30993264384436,5.66180930471434,-2.98570352649168,2.74987362716215,7.49700446007029,-0.871989204863169,8.87222434841371,-9.61342820173705,4.17877010086485,0,0.0
Gibraltar,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gibraltar,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Greece,"Adjusted net enrollment rate, primary (% of primary school age children)",0,96.5781402587891,98.0747680664063,97.3347702026367,97.8855285644531,98.1664505004883,98.0470199584961,97.1704711914063,96.923210144043,97.4117965698242,0,0,98.5231094360352,97.9782409667969,97.8580780029297,97.1714706420898,96.2816772460938,0,0,0.0
Greece,Adjusted net national income per capita (annual % growth),2.85399533882304,1.1095941408894,4.34382088839244,3.79205174711845,3.37572511555841,4.33854747951055,4.0879687039572,1.23896201940367,3.01238625296965,2.16054988345536,-2.12403734085574,-4.30159565466323,-6.84766376423622,-11.4445478513661,-4.98754670422134,-2.62076357096092,3.05307092571326,0.878506356331911,0,0.0
Greenland,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Greenland,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Grenada,"Adjusted net enrollment rate, primary (% of primary school age children)",0,99.9914321899414,0,0,96.2912673950195,0,98.5203170776367,90.6842269897461,0,93.4244689941406,95.79052734375,97.4743728637695,0,0,0,98.3966903686523,97.3325500488281,97.7573699951172,0,0.0
Grenada,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Guam,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Guam,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Guatemala,"Adjusted net enrollment rate, primary (% of primary school age children)",0,82.1330490112305,85.0584869384766,84.4045333862305,87.7789001464844,0,92.2792434692383,93.6537475585938,94.9619674682617,95.9247207641602,95.9173583984375,99.0848388671875,98.6926498413086,96.6536865234375,93.752799987793,91.2425079345703,88.9645462036133,88.0477600097656,0,0.0
Guatemala,Adjusted net national income per capita (annual % growth),7.57514735030769,-1.34090670777407,0.757652016185801,2.86060073726955,0.27358715472073,-0.934982341535857,-0.54082076576087,-0.397672768550976,1.25171289996877,2.47267649671727,0.156353051179607,0.479682066348659,-0.406654829130446,2.35083933703916,1.49616919475805,1.58051977813274,1.86662555200896,5.70629404040514,0,0.0
Guinea,"Adjusted net enrollment rate, primary (% of primary school age children)",0,41.8635292053223,44.9769401550293,48.4439010620117,55.8093414306641,59.3417587280273,62.4310607910156,64.4574432373047,66.6397476196289,68.4754409790039,67.3027801513672,68.4406585693359,70.5466613769531,74.3938522338867,73.729362487793,74.5948181152344,78.0177993774414,0,0,0.0
Guinea,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Guinea-Bissau,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,46.7029685974121,0,0,0,0,0,0,0,0,0,69.23095703125,0,0,0,0,0,0,0.0
Guinea-Bissau,Adjusted net national income per capita (annual % growth),0,0,0,10.1235759211016,0.473625440280401,-9.40608993221583,4.56827102568549,-4.79254719004592,0,0,1.6869741981363,-5.71566079160633,7.36752168219428,15.6426305141365,-13.8256907073951,0,0,0,0,0.0
Guyana,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,92.3445434570313,0,0,0,0,89.183479309082,82.6614227294922,84.6697082519531,85.9839172363281,85.0296630859375,0,0,0,0,0.0
Guyana,Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Haiti,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Haiti,Adjusted net national income per capita (annual % growth),-0.436274593286782,8.65195586049042,11.1953249890165,-6.33651243773807,-2.97200450708873,-7.06864558901238,-3.02780001523355,2.68850670093204,-1.31620919916192,4.68736947594029,-4.2717791918805,3.91208260391258,-8.59207112791815,3.74275661208155,-0.97334909494262,3.18448532536392,0.21661758879479,2.97351617952941,0,0.0
Heavily indebted poor countries (HIPC),"Adjusted net enrollment rate, primary (% of primary school age children)",52.2463302612305,52.17919921875,54.0877990722656,56.7015991210938,60.1947593688965,63.0906715393066,65.6474761962891,68.3468170166016,70.743522644043,72.7194976806641,75.937141418457,76.0889663696289,76.0655136108398,77.5114669799805,78.7073364257813,79.9000015258789,80.689567565918,0,0,0.0
Heavily indebted poor countries (HIPC),Adjusted net national income per capita (annual % growth),0,0,0,0,0,0,0,0,0,2.15966780019188,0.953416331539088,3.58683090625782,1.66358296292924,-0.113927208865135,1.08896247261197,0,0,0,0,0.0
High income,"Adjusted net enrollment rate, primary (% of primary school age children)",0,97.016471862793,97.1162567138672,97.0358963012695,96.6140975952148,96.4773712158203,96.0961074829102,96.3792266845703,96.7898788452148,97.1774291992188,97.4571228027344,97.0353698730469,96.9592208862305,96.6409378051758,96.8689727783203,96.8007736206055,96.8175277709961,97.1638717651367,0,0.0
High income,Adjusted net national income per capita (annual % growth),2.66397767902416,2.44538306142583,2.94383311416055,0.777532805743661,0.842495384009709,1.36363287175251,2.66369536804029,1.85312599121129,2.428550175982,1.04051774386096,-2.36111329384114,-3.67001601875874,2.92944310317267,1.31441666014966,0.9391174308941,0.713392000214668,1.37648142876688,1.68352768991294,0,0.0
Honduras,"Adjusted net enrollment rate, primary (% of primary school age children)",0,0,88.506706237793,0,0,93.0645904541016,95.0736465454102,91.2187805175781,96.1972885131836,92.119873046875,96.1943283081055,96.650260925293,96.0585708618164,97.5053176879883,97.3269119262695,94.6304397583008,94.8790817260742,93.5872421264648,0,0.0
Honduras,Adjusted net national income per capita (annual % growth),2.68380031568802,-1.49608368086878,4.07951984429499,-0.802702763344527,-0.473343916552693,-0.0305802382365954,1.02014655449312,2.70072764303102,2.30929502388165,4.92547067493912,-0.979471678595374,-1.54786923627364,-1.56138818045591,2.94973024454686,-0.521384194352223,-2.39709862965131,2.96970792888726,5.728421647018,0,0.0
